"OPE_ID","Institution_Name","Institution_City","Institution_State","Institution Type And Control","Total_Awards","Total_Recipients"
"398100","UNC SCHOOL OF THE ARTS","WINSTON-SALEM","NC","Public 4 Year","1161014","264"
"295400","UNIV OF NORTH CAROLINA AT PEMBROKE","PEMBROKE","NC","Public 4 Year","13438688","3199"
"294900","UNIVERSITY OF MOUNT OLIVE","MOUNT OLIVE","NC","Private 4 Year","7243695","2044"
"297600","UNIVERSITY OF N C - GREENSBORO","GREENSBORO","NC","Public 4 Year","30622234","7254"
"297400","UNIVERSITY OF N C-CHAPEL HILL","CHAPEL HILL","NC","Public 4 Year","17304112","4058"
"298400","UNIVERSITY OF N C-WILMINGTON","WILMINGTON","NC","Public 4 Year","15686962","3953"
"290700","UNIVERSITY OF NC AT ASHEVILLE","ASHEVILLE","NC","Public 4 Year","5724180","1419"
"297500","UNIVERSITY OF NC AT CHARLOTTE","CHARLOTTE","NC","Public 4 Year","39671821","9670"
"990300","VANCE-GRANVILLE CMTY COLLEGE","HENDERSON","NC","Public 2 Year","5788798","1888"
"297800","WAKE FOREST UNIV - UNDERGRADUATE","WINSTON-SALEM","NC","Private 4 Year","2165200","509"
"484400","WAKE TECHNICAL COMMUNITY COLLEGE","RALEIGH","NC","Public 2 Year","35067899","10610"
"297900","WARREN WILSON COLLEGE","ASHEVILLE","NC","Private 4 Year","1472753","338"
"298000","WAYNE COMMUNITY COLLEGE","GOLDSBORO","NC","Public 2 Year","6370631","1932"
"298100","WESTERN CAROLINA UNIVERSITY","CULLOWHEE","NC","Public 4 Year","14925735","3699"
"298200","WESTERN PIEDMONT COMMUNITY COLLEGE","MORGANTON","NC","Public 2 Year","4895134","1426"
"298300","WILKES COMMUNITY COLLEGE","WILKESBORO","NC","Public 2 Year","5668824","1523"
"295300","WILLIAM PEACE UNIVERSITY","RALEIGH","NC","Private 4 Year","2785167","666"
"484500","WILSON COMMUNITY COLLEGE","WILSON","NC","Public 2 Year","3918157","1082"
"298500","WINGATE UNIVERSITY","WINGATE","NC","Private 4 Year","3223672","766"
"3009500","WINSTON-SALEM BARBER SCHOOL","WINSTON-SALEM","NC","Proprietary 2 Year","320242","78"
"298600","WINSTON-SALEM STATE UNIVERSITY","WINSTON-SALEM","NC","Public 4 Year","13394122","3026"
"298800","BISMARCK STATE COLLEGE","BISMARCK","ND","Public 4 Year","2605295","774"
"299500","DAKOTA COLLEGE AT BOTTINEAU","BOTTINEAU","ND","Public 2 Year","1127172","287"
"298900","DICKINSON STATE UNIVERSITY","DICKINSON","ND","Public 4 Year","1459597","396"
"4139400","HAIR ACADEMY (THE)","BISMARCK","ND","Proprietary 2 Year","117781","27"
"2298200","HEADQUARTERS ACADEMY OF HAIR DESIGN","MINOT","ND","Proprietary 2 Year","185412","47"
"1040600","JOSEF'S SCHOOL OF HAIR DESIGN","GRAND FORKS","ND","Proprietary 2 Year","380446","94"
"775600","JOSEF'S SCHOOL OF HAIR DESIGN INC","FARGO","ND","Proprietary 2 Year","218440","52"
"1229500","JZ TREND ACADEMY PAUL MITCHELL PARTNER S","BISMARCK","ND","Proprietary 2 Year","75172","23"
"299100","LAKE REGION STATE COLLEGE","DEVILS LAKE","ND","Public 2 Year","1050896","290"
"2236500","LITTLE HOOP COMMUNITY COLLEGE","FORT TOTTEN","ND","Public 2 Year","550731","178"
"299300","MAYVILLE STATE UNIVERSITY","MAYVILLE","ND","Public 4 Year","1278977","346"
"299400","MINOT STATE UNIVERSITY","MINOT","ND","Public 4 Year","2812513","736"
"3087200","MOLER BARBER CLG OF HAIRSTYLING","FARGO","ND","Proprietary 2 Year","46706","13"
"299600","NORTH DAKOTA STATE CLG OF SCIENCE","WAHPETON","ND","Public 2 Year","3153365","846"
"299700","NORTH DAKOTA STATE UNIV - FARGO","FARGO","ND","Public 4 Year","9801704","2591"
"4031300","SALON PROFESSIONAL ACADEMY (THE)","FARGO","ND","Proprietary 2 Year","213222","60"
"2188200","SITTING BULL COLLEGE","FORT YATES","ND","Public 4 Year","824817","239"
"1205900","TRINITY BIBLE COLLEGE","ELLENDALE","ND","Private 4 Year","567027","130"
"2301100","TURTLE MTN CMNTY COLG-FIN AID OFC","BELCOURT","ND","Private 4 Year","1811783","484"
"2242900","UNITED TRIBES TECHNICAL COLLEGE","BISMARCK","ND","Private 4 Year","1533112","387"
"299000","UNIVERSITY OF JAMESTOWN","JAMESTOWN","ND","Private 4 Year","943022","231"
"299200","UNIVERSITY OF MARY","BISMARCK","ND","Private 4 Year","1751637","470"
"300500","UNIVERSITY OF NORTH DAKOTA","GRAND FORKS","ND","Public 4 Year","9000454","2422"
"300800","VALLEY CITY STATE UNIVERSITY","VALLEY CITY","ND","Public 4 Year","1139615","326"
"300700","WILLISTON STATE COLLEGE","WILLISTON","ND","Public 2 Year","707810","207"
"849200","ALEGENT HEALTH SCHOOLS","OMAHA","NE","Private 2 Year","8360","2"
"952300","BAHNER COLLEGE OF HAIRSTYLING","FREMONT","NE","Proprietary 2 Year","95261","22"
"974300","BELLEVUE UNIVERSITY","BELLEVUE","NE","Private 4 Year","8503625","2758"
"639900","BRYANLGH COLLEGE OF HEALTH SCIENCES","LINCOLN","NE","Private 4 Year","681813","206"
"961700","CAPITOL BEAUTY SCHOOL","OMAHA","NE","Proprietary 2 Year","279077","83"
"2099500","CENTRAL COMMUNITY COLLEGE-ALL CAMPUSES","GRAND ISLAND","NE","Public 2 Year","7394893","2307"
"253900","CHADRON STATE COLLEGE","CHADRON","NE","Public 4 Year","3597817","927"
"986200","CLARKSON COLLEGE","OMAHA","NE","Private 4 Year","1102125","289"
"2079700","COLLEGE OF HAIR DESIGN","LINCOLN","NE","Proprietary 2 Year","839161","202"
"254000","COLLEGE OF ST MARY","OMAHA","NE","Private 4 Year","1285311","321"
"254100","CONCORDIA UNIVERSITY","SEWARD","NE","Private 4 Year","1322942","347"
"254200","CREIGHTON UNIVERSITY","OMAHA","NE","Private 4 Year","2712285","675"
"254400","DOANE COLLEGE","CRETE","NE","Private 4 Year","2658344","692"
"254700","GRACE UNIVERSITY","OMAHA","NE","Private 4 Year","758009","188"
"254800","HASTINGS COLLEGE","HASTINGS","NE","Private 4 Year","1377326","356"
"1151900","JOSEPH'S COLLEGE OF BEAUTY/ALL CAMPUSES","LINCOLN","NE","Proprietary 2 Year","1145455","276"
"458609","KAPLAN UNIVERSITY - LINCOLN","LINCOLN","NE","Proprietary 4 Year","134182","70"
"458608","KAPLAN UNIVERSITY - OMAHA","OMAHA","NE","Proprietary 4 Year","149679","72"
"3323300","LITTLE PRIEST TRIBAL COLLEGE","WINNEBAGO","NE","Private 2 Year","234767","90"
"1258600","METROPOLITAN COMMUNITY COLLEGE","OMAHA","NE","Public 2 Year","21416001","6947"
"255300","MIDLAND UNIVERSITY","FREMONT","NE","Private 4 Year","1908684","487"
"255700","MID-PLAINS COMM. COLLEGE-ALL CAMPUSES","NORTH PLATTE","NE","Public 2 Year","2628942","743"
"3279300","MYOTHERAPY INSTITUTE","LINCOLN","NE","Proprietary 2 Year","67584","23"
"640400","NEBR METHODIST CLG OF NURS ALLD HLTH","OMAHA","NE","Private 4 Year","1074503","282"
"1297600","NEBRASKA CHRISTIAN COLLEGE","PAPILLION","NE","Private 4 Year","283005","71"
"2550800","NEBRASKA INDIAN COMMUNITY COLLEGE","MACY","NE","Public 2 Year","355435","100"
"255500","NEBRASKA WESLEYAN UNIVERSITY","LINCOLN","NE","Private 4 Year","2026505","538"
"1166700","NORTHEAST COMMUNITY COLLEGE","NORFOLK","NE","Public 2 Year","5723473","1543"
"255900","PERU STATE COLLEGE","PERU","NE","Public 4 Year","2965777","760"
"2508300","SOUTHEAST COMM. COLLEGE-ALL CAMPUSES","LINCOLN","NE","Public 2 Year","12320097","4770"
"3164300","THE CREATIVE CENTER","OMAHA","NE","Proprietary 4 Year","174754","45"
"256300","UNION COLLEGE","LINCOLN","NE","Private 4 Year","1241960","303"
"3821400","UNIVERSAL COLLEGE OF HEALING ARTS","OMAHA","NE","Proprietary 2 Year","88199","22"
"256596","UNIVERSITY OF NEBRASKA - CURTIS","CURTIS","NE","Public 4 Year","387463","103"
"255100","UNIVERSITY OF NEBRASKA AT KEARNEY","KEARNEY","NE","Public 4 Year","7432863","1898"
"256500","UNIVERSITY OF NEBRASKA-LINCOLN","LINCOLN","NE","Public 4 Year","17410286","4391"
"689500","UNIVERSITY OF NEBRASKA-MED CTR","OMAHA","NE","Public 4 Year","839369","211"
"255400","UNIVERSITY OF NEBRASKA-OMAHA","OMAHA","NE","Public 4 Year","17323971","4487"
"750100","VATTEROTT COLLEGE","OMAHA","NE","Proprietary 2 Year","630779","225"
"256600","WAYNE STATE COLLEGE","WAYNE","NE","Public 4 Year","4521141","1150"
"256000","WESTERN NEBRASKA COMMUNITY COLLEGE","SCOTTSBLUFF","NE","Public 2 Year","2456800","738"
"2610500","XENON INTERNATIONAL ACADEMY II","OMAHA","NE","Proprietary 2 Year","756966","203"
"256700","YORK COLLEGE","YORK","NE","Private 4 Year","970080","221"
"257200","COLBY-SAWYER COLLEGE","NEW LONDON","NH","Private 4 Year","1847502","441"
"1318900","CONTINENTAL ACADEMIE OF HAIR DESIGN","HUDSON","NH","Proprietary 2 Year","160520","43"
"473100","DANIEL WEBSTER COLLEGE","NASHUA","NH","Proprietary 4 Year","1168613","282"
"257300","DARTMOUTH COLLEGE","HANOVER","NH","Private 4 Year","2397585","595"
"864500","EMPIRE BEAUTY SCHOOL","LACONIA","NH","Proprietary 2 Year","571330","178"
"2179600","EMPIRE BEAUTY SCHOOL","SOMERSWORTH","NH","Proprietary 2 Year","482740","145"
"257500","FRANKLIN PIERCE UNIVERSITY","RINDGE","NH","Private 4 Year","1896839","509"
"3101300","GRANITE STATE COLLEGE","CONCORD","NH","Public 4 Year","3729404","1220"
"258300","GREAT BAY COMMUNITY COLLEGE","PORTSMOUTH","NH","Public 2 Year","2551147","899"
"2245400","KEENE BEAUTY ACADEMY","KEENE","NH","Proprietary 2 Year","204742","52"
"259000","KEENE STATE COLLEGE","KEENE","NH","Public 4 Year","4736369","1166"
"4162200","LAIRD INSTITUTE OF SPA THERAPY","MANCHESTER","NH","Proprietary 2 Year","157297","44"
"755500","LAKES REGION COMMUNITY COLLEGE","LACONIA","NH","Public 2 Year","2200385","677"
"702500","LEBANON COLLEGE","LEBANON","NH","Private 2 Year","281","1"
"258200","MANCHESTER COMMUNITY COLLEGE","MANCHESTER","NH","Public 2 Year","3874300","1269"
"2174800","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHET","BEDFORD","NH","Proprietary 2 Year","336863","90"
"472900","MOUNT WASHINGTON COLLEGE","MANCHESTER","NH","Proprietary 4 Year","2975520","995"
"923600","NASHUA COMMUNITY COLLEGE","NASHUA","NH","Public 2 Year","2580181","866"
"257900","NEW ENGLAND COLLEGE","HENNIKER","NH","Private 4 Year","3875650","1093"
"2247000","NEW ENGLAND SCHOOL OF HAIR DESIGN","WEST LEBANON","NH","Proprietary 2 Year","133751","35"
"3182300","NEW HAMPSHIRE INSTITUTE OF ART","MANCHESTER","NH","Private 4 Year","703513","176"
"3729300","NH INSTITUTE FOR THERAPEUTIC ARTS","HUDSON","NH","Proprietary 2 Year","76413","22"
"258100","NHTI  - CONCORD'S COMMUNITY COLLEGE","CONCORD","NH","Public 2 Year","5536320","1731"
"2223300","NORTHEAST CATHOLIC COLLEGE","WARNER","NH","Private 4 Year","80410","20"
"259100","PLYMOUTH STATE UNIVERSITY","PLYMOUTH","NH","Public 4 Year","4246307","1054"
"2211600","PORTSMOUTH BTY SCH OF HAIR DESIGN","PORTSMOUTH","NH","Proprietary 2 Year","103945","27"
"756000","RIVER VALLEY COMMUNITY COLLEGE","CLAREMONT","NH","Public 2 Year","1596922","533"
"258600","RIVIER UNIVERSITY","NASHUA","NH","Private 4 Year","1465060","417"
"258700","SAINT ANSELM COLLEGE","MANCHESTER","NH","Private 4 Year","1262389","313"
"258000","SOUTHERN NEW HAMPSHIRE UNIVERSITY","MANCHESTER","NH","Private 4 Year","54976875","25036"
"2140400","ST JOSEPH SCH OF PRAC NRSG","NASHUA","NH","Private 2 Year","198180","67"
"3043100","THOMAS MORE COLLEGE OF LIBERAL ARTS","MERRIMACK","NH","Private 4 Year","220259","51"
"258900","UNIVERSITY OF NEW HAMPSHIRE","DURHAM","NH","Public 4 Year","12841527","3228"
"3437300","UPPER VALLEY TEACHER TRANING PROGRAM","LEBANON","NH","Private 2 Year","37240","8"
"529100","WHITE MOUNTAINS COMMUNITY COLLEGE","BERLIN","NH","Public 2 Year","1632202","470"
"3389300","ACADEMY OF MASSAGE THERAPY","ENGLEWOOD","NJ","Proprietary 2 Year","13538","8"
"4136400","AMERICAN INSTITUTE OF MEDICAL SCIENCES &","SOUTH PLAINFIELD","NJ","Proprietary 2 Year","526539","130"
"4215600","AMERICAN INSTITUTE OF PHARMACEUTICAL TEC","HACKENSACK","NJ","Proprietary 2 Year","36001","10"
"1085100","ANTHEM INSTITUTE","PARSIPPANY","NJ","Proprietary 2 Year","1473087","549"
"2525900","ARTISTIC ACADEMY OF HAIR DESIGN","MORRIS PLAINS","NJ","Proprietary 2 Year","196719","55"
"4188700","ASI CAREER INSTITUTE","TURNERSVILLE","NJ","Proprietary 2 Year","184927","58"
"2234600","ATLANTIC BEAUTY & SPA ACADEMY","EGG HARBOR TOWNSHIP","NJ","Proprietary 2 Year","537179","166"
"259600","ATLANTIC COMMUNITY COLLEGE","MAYS LANDING","NJ","Public 2 Year","14559139","4320"
"4081300","BAIS MEDRASH TORAS CHESED","LAKEWOOD","NJ","Private 4 Year","196230","45"
"473600","BERGEN COMMUNITY COLLEGE","PARAMUS","NJ","Public 2 Year","23133422","5960"
"2312000","BERGEN COUNTY TECHNICAL SCHOOLS","HACKENSACK","NJ","Public 2 Year","245073","63"
"750200","BERKELEY COLLEGE","WOODLAND PARK","NJ","Proprietary 4 Year","13522327","3648"
"4181400","BEST CARE TRAINING INSTITUTE","EAST ORANGE","NJ","Proprietary 2 Year","288446","71"
"794700","BETH MEDRASH GOVOHA OF AMERICA","LAKEWOOD","NJ","Private 4 Year","10299506","2147"
"259700","BLOOMFIELD COLLEGE","BLOOMFIELD","NJ","Private 4 Year","6368040","1449"
"840400","BROOKDALE COMMUNITY COLLEGE","LINCROFT","NJ","Public 2 Year","16276888","4699"
"773000","BURLINGTON COUNTY COLLEGE","PEMBERTON","NJ","Public 2 Year","12140612","3562"
"259800","CALDWELL COLLEGE","CALDWELL","NJ","Private 4 Year","2830707","635"
"686500","CAMDEN COUNTY COLLEGE","BLACKWOOD","NJ","Public 2 Year","20898775","5983"
"907800","CAPRI INSTITUTE OF HAIR DESIGN","CLIFTON","NJ","Proprietary 2 Year","594641","197"
"2103700","CAPRI INSTITUTE OF HAIR DESIGN","PARAMUS","NJ","Proprietary 2 Year","243972","76"
"2183600","CAPRI INSTITUTE OF HAIR DESIGN","KENILWORTH","NJ","Proprietary 2 Year","397238","121"
"2265500","CAPRI INSTITUTE OF HAIR DESIGN","BRICK TOWN","NJ","Proprietary 2 Year","318398","118"
"259900","CENTENARY COLLEGE","HACKETTSTOWN","NJ","Private 4 Year","2380940","578"
"3324300","CENTRAL CAREER SCHOOL","SOUTH PLAINFIELD","NJ","Proprietary 2 Year","520579","155"
"4184500","CHRISTINE VALMY INTERNATIONAL SCHOOL OF","PINE BROOK","NJ","Proprietary 2 Year","190706","64"
"264200","COLLEGE OF NEW JERSEY (THE)","EWING","NJ","Public 4 Year","5351999","1216"
"260000","COLLEGE OF SAINT ELIZABETH","MORRISTOWN","NJ","Private 4 Year","1818630","413"
"2248600","COOPER HEALTH SYS-CTR ALLIED HEALTH","CAMDEN","NJ","Private 2 Year","106360","22"
"772900","COUNTY COLLEGE OF MORRIS","RANDOLPH","NJ","Public 2 Year","7713914","2154"
"260100","CUMBERLAND COUNTY COLLEGE","VINELAND","NJ","Public 2 Year","9258485","2608"
"2154000","DIVERS ACAD OF EASTERN SEABOARD","ERIAL","NJ","Proprietary 2 Year","180763","51"
"2223900","DRAKE COLLEGE OF BUSINESS","ELIZABETH","NJ","Proprietary 2 Year","7263265","1663"
"260300","DREW UNIVERSITY","MADISON","NJ","Private 4 Year","1987293","432"
"2131100","DU CRET SCHOOL OF THE ARTS","PLAINFIELD","NJ","Private 2 Year","71526","20"
"3122600","EASTERN INTERNATIONAL COLLEGE","JERSEY CITY","NJ","Proprietary 4 Year","1618337","402"
"3811300","EASTERN SCHOOL OF ACUPUNCTURE AND TRADIT","MONTCLAIR","NJ","Proprietary 2 Year","20399","7"
"2053700","EASTWICK COLLEGE","RAMSEY","NJ","Proprietary 4 Year","2303177","696"
"710700","ESSEX COUNTY COLLEGE","NEWARK","NJ","Public 2 Year","30064563","8059"
"260700","FAIRLEIGH DICKINSON UNIV-TEANECK","TEANECK","NJ","Private 4 Year","11134028","2688"
"261000","FELICIAN COLLEGE","LODI","NJ","Private 4 Year","3877595","899"
"2132300","FORTIS INSTITUTE","WAYNE","NJ","Proprietary 2 Year","3392796","966"
"4125000","GENTLE HEALING SCHOOL OF MASSAGE","CRANBURY","NJ","Proprietary 2 Year","28070","12"
"260800","GEORGIAN COURT UNIVERSITY","LAKEWOOD","NJ","Private 4 Year","2882512","679"
"690100","GLOUCESTER COUNTY COLLEGE","SEWELL","NJ","Public 2 Year","9773602","2655"
"2104000","HARRIS SCHOOL OF BUSINESS","CHERRY HILL","NJ","Proprietary 2 Year","7122987","2117"
"2586900","HARRIS SCHOOL OF BUSINESS","VOORHEES","NJ","Proprietary 2 Year","3200531","1010"
"3803300","HEALTHCARE TRAINING INSTITUTE","UNION","NJ","Proprietary 2 Year","762355","200"
"849400","HO HO KUS SCHL OF TRADE & TECH SCIENCES","PATERSON","NJ","Proprietary 2 Year","696028","194"
"1246200","HOHOKUS - HACKENSACK SCHOOL OF BUSINESS","HACKENSACK","NJ","Proprietary 2 Year","1823185","502"
"2092300","HOHOKUS SCHOOL - RETS/NUTLEY","NUTLEY","NJ","Proprietary 2 Year","1373844","414"
"641700","HOLY NAME MEDICAL CENTER SCHOOL OF NURSI","TEANECK","NJ","Private 2 Year","263136","67"
"1295400","HUDSON COUNTY COMMUNITY COLLEGE","JERSEY CITY","NJ","Public 2 Year","26820894","6992"
"3536300","INSTITUTE FOR THERAPEUTIC MASSAGE","HASKELL","NJ","Proprietary 2 Year","271127","98"
"4134100","JERSEY COLLEGE","TETERBORO","NJ","Proprietary 2 Year","7337347","2112"
"2146800","JOE KUBERT SCH OF CARTOON & GRAPHIC","DOVER","NJ","Proprietary 2 Year","147400","32"
"262200","KEAN UNIVERSITY","UNION","NJ","Public 4 Year","24212587","5893"
"4173100","LAB PAUL MITCHELL PARTNER SCHOOL (THE)","EWING","NJ","Proprietary 2 Year","236624","80"
"1246100","LINCOLN TECHNICAL INSTITUTE","EDISON","NJ","Proprietary 4 Year","21769507","6113"
"4207500","MEDICAL CAREER INSTITUTE","OCEAN","NJ","Proprietary 2 Year","285173","98"
"474000","MERCER COUNTY COMMUNITY COLLEGE","TRENTON","NJ","Public 2 Year","9936140","3075"
"4180300","MESIVTA KESER TORAH","BELMAR","NJ","Private 4 Year","99990","19"
"261500","MIDDLESEX COUNTY COLLEGE","EDISON","NJ","Public 2 Year","17922134","5136"
"539900","MONMOUTH COUNTY VOCATIONAL SCH DIST","FREEHOLD","NJ","Public 2 Year","164744","41"
"261600","MONMOUTH UNIVERSITY","WEST LONG BRANCH","NJ","Private 4 Year","5598931","1278"
"261700","MONTCLAIR STATE UNIVERSITY","MONTCLAIR","NJ","Public 4 Year","28524775","6550"
"1152300","MORRIS COUNTY SCHOOL OF TECHNOLOGY","DENVILLE","NJ","Public 2 Year","135823","30"
"642000","MOUNTAINSIDE HOSP SCH NRSG","MONTCLAIR","NJ","Proprietary 2 Year","111521","42"
"642100","MUHLENBERG SNYDER SCHOOLS","PLAINFIELD","NJ","Private 2 Year","529411","179"
"4154900","NATIONAL CAREER INSTITUTE","EAST ORANGE","NJ","Proprietary 2 Year","1239379","406"
"261300","NEW JERSEY CITY UNIVERSITY","JERSEY CITY","NJ","Public 4 Year","16658108","3924"
"262100","NEW JERSEY INST OF TECHNOLOGY","NEWARK","NJ","Public 4 Year","12683706","2978"
"262400","OCEAN COUNTY COLLEGE","TOMS RIVER","NJ","Public 2 Year","11758306","3360"
"2523700","OCEAN COUNTY VOCATIONAL-TECH SCHOOL","TOMS RIVER","NJ","Public 2 Year","593826","181"
"2219600","OMEGA INSTITUTE","PENNSAUKEN","NJ","Proprietary 2 Year","60364","23"
"1062900","P B COSMETOLOGY EDUCATION CENTRE","GLOUCESTER CITY","NJ","Proprietary 2 Year","422315","120"
"759300","PARISIAN BEAUTY ACADEMY","HACKENSACK","NJ","Proprietary 2 Year","704221","205"
"999400","PASSAIC COUNTY COMMUNITY COLLEGE","PATERSON","NJ","Public 2 Year","22083112","6414"
"4218200","PAUL MITCHELL THE SCHOOL - JERSEY SHORE","BRICK","NJ","Proprietary 2 Year","436305","116"
"3650600","PC AGE","JERSEY CITY","NJ","Proprietary 2 Year","658074","197"
"2131600","PENNCO TECH","BLACKWOOD","NJ","Proprietary 2 Year","3010377","806"
"3666300","PILLAR COLLEGE","NEWARK","NJ","Private 4 Year","1621741","391"
"262700","PRINCETON UNIVERSITY","PRINCETON","NJ","Private 4 Year","3314393","790"
"2558700","PRISM CAREER INSTITUTE","HAMMONTON","NJ","Proprietary 2 Year","3044015","768"
"3077500","RABBI JACOB JOSEPH SCHOOL","EDISON","NJ","Private 4 Year","144077","28"
"860900","RABBINICAL COLLEGE OF AMERICA","MORRISTOWN","NJ","Private 4 Year","490297","96"
"934400","RAMAPO COLLEGE OF NEW JERSEY","MAHWAH","NJ","Public 4 Year","6391293","1493"
"773100","RARITAN VALLEY COMMUNITY COLLEGE","SOMERVILLE","NJ","Public 2 Year","6820664","2036"
"934500","RICHARD STOCKTON COLLEGE OF NJ","GALLOWAY","NJ","Public 4 Year","12243793","2926"
"262800","RIDER UNIVERSITY","LAWRENCEVILLE","NJ","Private 4 Year","5136221","1214"
"1090300","RIZZIERI INSTITUTE","VOORHEES","NJ","Proprietary 2 Year","439264","134"
"4216500","RIZZIERI INSTITUTE","VOORHEES","NJ","Proprietary 2 Year","92089","34"
"1209000","ROBERT FIANCE BEAUTY SCHOOLS","PERTH AMBOY","NJ","Proprietary 2 Year","600566","193"
"2223700","ROBERT FIANCE BEAUTY SCHOOLS","WEST NEW YORK","NJ","Proprietary 2 Year","903384","270"
"2528200","ROBERT FIANCE BEAUTY SCHOOLS","NORTH PLAINFIELD","NJ","Proprietary 2 Year","630487","201"
"2061800","ROMAN ACADEMY OF BEAUTY CULTURE","HAWTHORNE","NJ","Proprietary 2 Year","116268","32"
"260900","ROWAN UNIVERSITY","GLASSBORO","NJ","Public 4 Year","15990117","3866"
"262900","RUTGERS, THE STATE UNIVERSITY OF NJ","NEW BRUNS-NEWARK-CAMDEN","NJ","Public 4 Year","75190674","17201"
"263800","SAINT PETER'S UNIVERSITY","JERSEY CITY","NJ","Private 4 Year","7037521","1521"
"546100","SALEM COMMUNITY COLLEGE","CARNEY'S POINT","NJ","Public 2 Year","1768823","481"
"4218500","SALON PROFESSIONAL ACADEMY THE","SOUTH PLAINFIELD","NJ","Proprietary 2 Year","389485","101"
"263200","SETON HALL UNIVERSITY","SOUTH ORANGE","NJ","Private 4 Year","7466089","1749"
"642900","ST FRANCIS MEDICAL CTR SCH NURSING","TRENTON","NJ","Private 2 Year","12340","3"
"4154500","STARTING POINTS FOR CHILDREN","JERSEY CITY","NJ","Private 2 Year","271439","89"
"3187300","STENOTECH CAREER INSTITUTE","FAIRFIELD","NJ","Proprietary 2 Year","67788","18"
"263900","STEVENS INSTITUTE OF TECHNOLOGY","HOBOKEN","NJ","Private 4 Year","2288269","537"
"2568800","SUSSEX COUNTY COMMUNITY COLLEGE","NEWTON","NJ","Public 2 Year","3932926","1163"
"1198900","TALMUDICAL ACADEMY","ADELPHIA","NJ","Private 4 Year","231457","44"
"545200","TETERBORO SCH OF AERONAUTICS","TETERBORO","NJ","Proprietary 2 Year","505494","116"
"2192200","THOMAS EDISON STATE COLLEGE","TRENTON","NJ","Public 4 Year","5462426","2399"
"4131200","TOTAL IMAGE BEAUTY ACADEMY","JERSEY CITY","NJ","Proprietary 2 Year","248325","64"
"264300","UNION COUNTY COLLEGE","CRANFORD","NJ","Public 2 Year","22214094","6452"
"2232500","UNION COUNTY VOCATIONAL TECH INST","SCOTCH PLAINS","NJ","Public 2 Year","172710","44"
