"OPEID","NAME","CITY","STATE","Type & Control","Recipients","Awards"
"3921400","WHITE EARTH TRIBAL AND COMMUNITY COLLEGE","MAHNOMEN","MN","Private 2 Year","109","450254"
"239400","WINONA STATE UNIVERSITY","WINONA","MN","Public 4 Year","2254","8588020"
"4037500","ACADEMY OF HAIR DESIGN","SPRINGFIELD","MO","Proprietary 2 Year","115","423963"
"2309100","AMERICAN COLLEGE OF HAIR DESIGN","SEDALIA","MO","Proprietary 2 Year","54","216575"
"4118700","AMERICAN COLLEGE OF TECHNOLOGY","SAINT JOSEPH","MO","Proprietary 2 Year","91","341264"
"4174800","AMERICAN TRADE SCHOOL","SAINT ANN","MO","Proprietary 2 Year","56","188496"
"2239200","ANTHEM COLLEGE","MARYLAND HEIGHTS","MO","Proprietary 2 Year","1665","6724933.0000000102"
"3616300","AVIATION INSTITUTE OF MAINTENANCE","KANSAS CITY","MO","Proprietary 2 Year","268","1296556"
"244900","AVILA COLLEGE","KANSAS CITY","MO","Private 4 Year","551","2222849"
"1320800","BAPTIST BIBLE COLLEGE","SPRINGFIELD","MO","Private 4 Year","282","1146011"
"638900","BARNES JEWISH COLLEGE OF NURSING AND ALL","SAINT LOUIS","MO","Private 4 Year","135","705963"
"2090400","BOONSLICK TECHNICAL EDUCATION CTR","BOONVILLE","MO","Public 2 Year","30","138055"
"3066300","BRYAN CAREER COLLEGE","SPRINGFIELD","MO","Proprietary 2 Year","876","3980877"
"245000","CALVARY BIBLE COLLEGE","KANSAS CITY","MO","Private 4 Year","143","564414"
"553200","CAPE GIRARDEAU CAREER & TECHNOLOGY CENTE","CAPE GIRARDEAU","MO","Public 2 Year","129","565565"
"2313000","CASS CAREER CENTER","HARRISONVILLE","MO","Public 2 Year","20","125699"
"4130600","CENTER FOR HEALING ARTS (THE), LLC","ST. LOUIS","MO","Proprietary 2 Year","67","186796"
"245200","CENTRAL BIBLE COLLEGE","SPRINGFIELD","MO","Private 4 Year","427","1740797"
"2266400","CENTRAL CHRISTIAN CLG OF THE BIBLE","MOBERLY","MO","Private 4 Year","219","878694"
"3070200","CENTRAL COLLEGE OF COSMETOLOGY","WAYNESVILLE","MO","Proprietary 2 Year","111","454123"
"245300","CENTRAL METHODIST UNIVERSITY","FAYETTE","MO","Private 4 Year","1204","4807807"
"2165900","CHILLICOTHE BEAUTY ACADEMY","CHILLICOTHE","MO","Proprietary 2 Year","18","89364"
"4119100","CITY VISION COLLEGE","KANSAS CITY","MO","Private 4 Year","33","81403"
"2497500","CLINTON TECHNICAL SCHOOL","CLINTON","MO","Public 2 Year","38","141022"
"250000","COLLEGE OF THE OZARKS","POINT LOOKOUT","MO","Private 4 Year","979","3534474"
"2289200","COLUMBIA AREA CAREER CENTER","COLUMBIA","MO","Public 2 Year","52","218451"
"245600","COLUMBIA COLLEGE","COLUMBIA","MO","Private 4 Year","11539","38546225.000000097"
"246700","CONCEPTION SEMINARY COLLEGE","CONCEPTION","MO","Private 4 Year","44","175976"
"2361600","CONCORDE CAREER COLLEGE","KANSAS CITY","MO","Proprietary 2 Year","1263","5176055"
"4173900","COSMETOLOGY COLLEGE OF FRANKLIN COUNTY","SAINT CLAIR","MO","Proprietary 2 Year","9","28261"
"3077200","COSMETOLOGY CONCEPTS INSTITUTE","COLUMBIA","MO","Proprietary 2 Year","43","189333"
"245800","COTTEY COLLEGE","NEVADA","MO","Private 4 Year","147","592911"
"2068200","COX HEALTH - COX COLLEGE","SPRINGFIELD","MO","Private 4 Year","350","1250209"
"245900","CROWDER COLLEGE","NEOSHO","MO","Public 2 Year","3033","10533477"
"246000","CULVER STOCKTON COLLEGE","CANTON","MO","Private 4 Year","409","1747357"
"3072800","DALLAS COUNTY CAREER CENTER","LOUISBURG","MO","Public 2 Year","4","3663"
"246100","DRURY UNIVERSITY","SPRINGFIELD","MO","Private 4 Year","2924","11206624"
"886200","EAST CENTRAL COLLEGE","UNION","MO","Public 2 Year","2532","8437384.9999999907"
"3916300","ECLIPS SCHOOL OF COSMETOLOGY AND BARBERI","CAPE GIRARDEAU","MO","Proprietary 2 Year","105","458881"
"2564700","ELAINE STEVEN BEAUTY COLLEGE","ST LOUIS","MO","Proprietary 2 Year","243","830035"
"246300","EVANGEL UNIVERSITY","SPRINGFIELD","MO","Private 4 Year","877","3666258"
"2250600","EVEREST COLLEGE","SPRINGFIELD","MO","Proprietary 4 Year","1736","7046938"
"246400","FONTBONNE UNIVERSITY","ST LOUIS","MO","Private 4 Year","812","3760259"
"2056100","FOUR RIVERS CAREER CENTER","WASHINGTON","MO","Public 2 Year","30","143831"
"2124500","FRANKLIN TECHNOLOGY CENTER","JOPLIN","MO","Public 2 Year","147","629085"
"2568500","GRABBER SCHOOL OF HAIR DESIGN","BALLWIN","MO","Proprietary 2 Year","103","454388"
"553100","GRAND RIVER TECHNICAL SCHOOL","CHILLICOTHE","MO","Public 2 Year","68","286006"
"3924300","HAIR ACADEMY 110 (THE)","KIRKSVILLE","MO","Proprietary 2 Year","27","98237"
"2151000","HANNIBAL CAREER AND TECHNICAL CENTE","HANNIBAL","MO","Public 2 Year","46","184958"
"908900","HANNIBAL-LAGRANGE COLLEGE","HANNIBAL","MO","Private 4 Year","468","1838136"
"246600","HARRIS-STOWE STATE COLLEGE","ST LOUIS","MO","Public 4 Year","1359","5458148"
"1027900","HICKEY COLLEGE","ST LOUIS","MO","Proprietary 4 Year","356","1722173"
"826900","HILLYARD TECHNICAL CENTER","ST JOSEPH","MO","Public 2 Year","71","302502"
"960700","HOUSE OF HEAVILIN BEAUTY COLLEGE","KANSAS CITY","MO","Proprietary 2 Year","87","335916"
"3110900","HOUSE OF HEAVILIN BEAUTY COLLEGE","RAYMORE","MO","Proprietary 2 Year","56","214742"
"2277500","HOUSE OF HEAVILIN OF BLUE SPRINGS","BLUE SPRINGS","MO","Proprietary 2 Year","123","492269"
"959000","INDEPENDENCE COLLEGE OF COSMETOLOGY","INDEPENDENCE","MO","Proprietary 2 Year","97","406432"
"732923","ITT TECHNICAL INSTITUTE","EARTH CITY","MO","Proprietary 4 Year","4406","20011824"
"246800","JEFFERSON COLLEGE","HILLSBORO","MO","Public 2 Year","3496","11679311"
"247300","KANSAS CITY ART INSTITUTE","KANSAS CITY","MO","Private 4 Year","309","1310941"
"2073600","KENNETT CAREER & TECHNOLOGY CENTER","KENNETT","MO","Public 2 Year","18","85986"
"247600","KENRICK-GLENNON SEMINARY","ST LOUIS","MO","Private 4 Year","1","5200"
"528800","KIRKSVILLE AREA TECHNICAL CENTER","KIRKSVILLE","MO","Public 2 Year","47","264388"
"2263400","LAKE CAREER AND TECHNICAL CENTER","CAMDENTON","MO","Public 2 Year","11","57985"
"3042400","LEBANON TECHNOLOGY & CAREER CENTER","LEBANON","MO","Public 2 Year","44","171663"
"2142200","LEX LA RAY TECHNICAL CENTER","LEXINGTON","MO","Public 2 Year","39","181692"
"247900","LINCOLN UNIVERSITY","JEFFERSON CITY","MO","Public 4 Year","1825","7541696.0000000102"
"248000","LINDENWOOD UNIVERSITY","ST CHARLES","MO","Private 4 Year","3166","11640670"
"471100","LINN STATE TECHNICAL COLLEGE","LINN","MO","Public 2 Year","548","2207043"
"470300","LOGAN COLLEGE OF CHIROPRACTIC","CHESTERFIELD","MO","Private 4 Year","29","83895"
"666600","LUTHERAN  SCHOOL OF NURSING","ST LOUIS","MO","Proprietary 2 Year","112","360977"
"248200","MARYVILLE UNIVERSITY","ST LOUIS","MO","Private 4 Year","1021","3512566"
"2520800","MERRELL UNIV OF BTY ARTS & SCIENCES","JEFFERSON CITY","MO","Proprietary 2 Year","135","639423"
"3092600","MESSENGER COLLEGE","JOPLIN","MO","Private 4 Year","61","306774"
"2180200","METRO BUSINESS COLLEGE","CAPE GIRARDEAU","MO","Proprietary 2 Year","887","3500319"
"248400","METROPOLITAN COMMUNITY COLLEGE","KANSAS CITY","MO","Public 2 Year","11368","34525517.000000097"
"2121100","MIDWEST INSTITUTE","KIRKWOOD","MO","Proprietary 2 Year","270","1095576"
"3528300","MIDWEST UNIVERSITY","WENTZVILLE","MO","Private 4 Year","4","11100"
"248500","MIDWESTERN BAPTIST THEOL SEMINARY","KANSAS CITY","MO","Private 4 Year","91","306563"
"248600","MINERAL AREA COLLEGE","PARK HILLS","MO","Public 2 Year","2636","9934380"
"754000","MISSOURI BAPTIST UNIVERSITY","ST LOUIS","MO","Private 4 Year","797","3321785"
"2295700","MISSOURI BEAUTY ACADEMY","FARMINGTON","MO","Proprietary 2 Year","174","618010"
"979500","MISSOURI COLLEGE","BRENTWOOD","MO","Proprietary 4 Year","1527","7995833.0000000298"
"3519300","MISSOURI COLLEGE OF COSMETOLOGY NORTH","SPRINGFIELD","MO","Proprietary 2 Year","122","560653"
"2154900","MISSOURI SCH OF BARB & HAIR","FLORISSANT","MO","Proprietary 2 Year","14","70552"
"248800","MISSOURI SOUTHERN STATE UNIVERSITY","JOPLIN","MO","Public 4 Year","3178","12406314"
"250300","MISSOURI STATE UNIVERSITY","SPRINGFIELD","MO","Public 4 Year","5637","23088224.999999899"
"3106000","MISSOURI STATE UNIVERSITY - WEST PLAINS","WEST PLAINS","MO","Public 2 Year","1480","5610437"
"2304000","MISSOURI TECH","SAINT CHARLES","MO","Proprietary 4 Year","46","179731"
"251700","MISSOURI UNIVERSITY OF SCIENCE & TECHNOL","ROLLA","MO","Public 4 Year","1568","6041868"
"248900","MISSOURI VALLEY COLLEGE","MARSHALL","MO","Private 4 Year","852","3812179.0000000098"
"249000","MISSOURI WESTERN STATE UNIVERSITY","ST JOSEPH","MO","Public 4 Year","2900","11203103"
"249100","MOBERLY AREA COMMUNITY COLLEGE","MOBERLY","MO","Public 2 Year","3376","11444385"
"3166300","MOBERLY AREA TECHNICAL CENTER","MOBERLY","MO","Public 2 Year","4","11630"
"952000","NATIONAL ACADEMY OF BEAUTY ARTS","ST LOUIS","MO","Proprietary 2 Year","312","1169242"
"2608000","NEOSHO BEAUTY COLLEGE","NEOSHO","MO","Proprietary 2 Year","66","281703"
"2203400","NEVADA REGIONAL TECHNICAL CENTER","NEVADA","MO","Public 2 Year","22","137390"
"3101000","NEW DIMENSION SCHOOL OF HAIR DESIGN","JOPLIN","MO","Proprietary 2 Year","54","191814"
"2066900","NICHOLS CAREER CENTER","JEFFERSON CITY","MO","Public 2 Year","34","200097"
"251400","NORTH CENTRAL MISSOURI COLLEGE","TRENTON","MO","Public 2 Year","1121","4207566"
"2188100","NORTHLAND CAREER CENTER","PLATTE CITY","MO","Public 2 Year","17","128277"
"249600","NORTHWEST MISSOURI STATE UNIV","MARYVILLE","MO","Public 4 Year","2244","9064882"
"2188000","NORTHWEST TECHNICAL SCHOOL","MARYVILLE","MO","Public 2 Year","15","36025"
"2202700","OZARK CHRISTIAN COLLEGE","JOPLIN","MO","Private 4 Year","304","1048967"
"3083000","OZARKS TECHNICAL COMMUNITY COLLEGE","SPRINGFIELD","MO","Public 2 Year","9141","29567462"
"2543800","PARIS II EDUCATIONAL CENTER (THE)","GLADSTONE","MO","Proprietary 2 Year","202","754919"
"249800","PARK UNIVERSITY","PARKVILLE","MO","Private 4 Year","4160","13920653"
"2555300","PATSY AND ROB'S ACADEMY OF BEAUTY","SAINT ANN","MO","Proprietary 2 Year","95","335028"
"4170700","PAUL MITCHELL THE SCHOOL ST LOUIS","ST. LOUIS","MO","Proprietary 2 Year","98","384002"
"4127000","PEMISCOT COUNTY SPECIAL SCHOOL DISTRICT","HAYTI","MO","Public 2 Year","19","85359"
"1173500","PIKE/LINCOLN TECHNICAL CENTER","EOLIA","MO","Public 2 Year","43","182083"
"1040500","PINNACLE CAREER INSTITUTE","KANSAS CITY","MO","Proprietary 2 Year","2245","8735753"
"543000","POPLAR BLUFF TECHNICAL CAREER CNTR","POPLAR BLUFF","MO","Public 2 Year","73","332494"
"3878300","PROFESSIONAL MASSAGE TRAINING CENTER","SPRINGFIELD","MO","Proprietary 2 Year","87","261169"
"1250000","RANKEN TECHNICAL COLLEGE","ST LOUIS","MO","Private 4 Year","1265","3877064"
"639200","RESEARCH COLLEGE OF NURSING","KANSAS CITY","MO","Proprietary 4 Year","39","181281"
"249900","ROCKHURST UNIVERSITY","KANSAS CITY","MO","Private 4 Year","363","1378540"
"542900","ROLLA TECHNICAL INSTITUTE","ROLLA","MO","Public 2 Year","121","598078"
"2530600","SAINT CHARLES COMMUNITY COLLEGE","COTTLEVILLE","MO","Public 2 Year","2629","7941995"
"250600","SAINT LOUIS UNIVERSITY","ST LOUIS","MO","Private 4 Year","1918","7178707.9999999898"
"978200","SAINT LUKE'S COLLEGE OF HEALTH SCIENCES","KANSAS CITY","MO","Private 4 Year","22","84855"
"2214500","SALEM COLLEGE OF HAIRSTYLING","SALEM","MO","Proprietary 2 Year","50","219185"
"543800","SALINE COUNTY CAREER CENTER","MARSHALL","MO","Public 2 Year","29","147805"
"4170600","SALON PROFESSIONAL ACADEMY (THE)","ST. CHARLES","MO","Proprietary 2 Year","38","161760"
"2205200","SANFORD-BROWN COLLEGE","FENTON","MO","Proprietary 4 Year","2719","12774112"
"3070900","SE MO HOSP CLG NURSING & HEALTH SCI","CAPE GIRARDEAU","MO","Private 2 Year","115","425601"
"4184400","SEYMOUR BEAUTY ACADEMY","SEYMOUR","MO","Proprietary 2 Year","13","32971"
"542600","SIKESTON CAREER AND TECHNOLOGY CTR","SIKESTON","MO","Public 2 Year","37","242188"
"4174000","SKIN INSTITUTE","SAINT LOUIS","MO","Proprietary 2 Year","29","128850"
"542400","SOUTH CENTRAL CAREER CENTER","WEST PLAINS","MO","Public 2 Year","129","562725"
"250100","SOUTHEAST MISSOURI STATE UNIV","CAPE GIRARDEAU","MO","Public 4 Year","3736","14977887"
"250200","SOUTHWEST BAPTIST UNIVERSITY","BOLIVAR","MO","Private 4 Year","1433","5158971"
"3068600","SPECIAL SCHOOL DISTRICT OF ST. LOUIS CO.","SUNSET HILLS","MO","Public 2 Year","152","636190"
"441300","ST JOHNS HOSP SCH RAD TECH","SPRINGFIELD","MO","Private 2 Year","9","42726"
"1258000","ST LOUIS CHRISTIAN COLLEGE","FLORISSANT","MO","Private 4 Year","215","837494"
"2340500","ST LOUIS COLLEGE OF HEALTH CAREERS","ST LOUIS","MO","Proprietary 2 Year","854","3355906"
"250400","ST LOUIS COLLEGE OF PHARMACY","ST LOUIS","MO","Private 4 Year","157","608561"
"247100","ST LOUIS COMMUNITY COLLEGE","ST LOUIS","MO","Public 2 Year","16277","51952339.000000201"
"3097600","ST LOUIS HAIR ACADEMY","ST LOUIS","MO","Proprietary 2 Year","27","90030"
"808000","STATE FAIR COMMUNITY COLLEGE","SEDALIA","MO","Public 2 Year","3438","12417385"
"251200","STEPHENS COLLEGE","COLUMBIA","MO","Private 4 Year","337","1461251"
"855200","STEVENS INSTITUTE OF BUSINESS & ARTS","ST LOUIS","MO","Proprietary 4 Year","183","909742"
"3579300","TEXAS COUNTY TECHNICAL INSTITUTE","HOUSTON","MO","Private 2 Year","203","860466"
"4145700","THE SYSTEM A PAUL MITCHELL PARTNER SCHL","SPRINGFIELD","MO","Proprietary 2 Year","154","575119"
"471300","THREE RIVERS COMMUNITY COLLEGE","POPLAR BLUFF","MO","Public 2 Year","2865","11062337"
"4145200","TRANSFORMED BARBER AND COSMETOLOGY ACADE","KANSAS CITY","MO","Proprietary 2 Year","119","462887"
"4133300","TREND SETTERS SCHOOL OF COSMETOLOGY","CAPE GIRARDEAU","MO","Proprietary 2 Year","53","251119"
"860600","TRI-COUNTY TECHNICAL SCHOOL","ELDON","MO","Public 2 Year","39","203013"
"249500","TRUMAN STATE UNIVERSITY","KIRKSVILLE","MO","Public 4 Year","1167","4614006"
"245400","UNIVERSITY OF CENTRAL MISSOURI","WARRENSBURG","MO","Public 4 Year","3654","14717358"
"3663400","UNIVERSITY OF COSMETOLOGY","SULLIVAN","MO","Proprietary 2 Year","7","20796"
"251600","UNIVERSITY OF MISSOURI-COLUMBIA","COLUMBIA","MO","Public 4 Year","5587","22518918"
"251800","UNIVERSITY OF MISSOURI-KANSAS CITY","KANSAS CITY","MO","Public 4 Year","3489","14083435"
"251900","UNIVERSITY OF MISSOURI-ST LOUIS","ST LOUIS","MO","Public 4 Year","4373","16241765"
"2599700","VATTEROTT COLLEGE","BERKELEY","MO","Proprietary 4 Year","8136","43010861"
"4130300","VICTORY TRADE SCHOOL","SPRINGFIELD","MO","Private 2 Year","32","163868"
"1102600","WARRENSBURG AREA VOC TECH SCH","WARRENSBURG","MO","Public 2 Year","29","171892"
"252000","WASHINGTON UNIVERSITY","ST LOUIS","MO","Private 4 Year","528","2039800"
"528900","WAYNESVILLE CAREER CENTER","WAYNESVILLE","MO","Public 2 Year","46","254647"
"252100","WEBSTER UNIVERSITY","ST LOUIS","MO","Private 4 Year","1435","5425576"
"3970400","WELLSPRING SCHOOL OF ALLIED HEALTH","KANSAS CITY","MO","Proprietary 2 Year","67","225965"
"252200","WENTWORTH MILITARY ACADEMY","LEXINGTON","MO","Private 2 Year","216","885660"
"252300","WESTMINSTER COLLEGE","FULTON","MO","Private 4 Year","327","1336168"
"252400","WILLIAM JEWELL COLLEGE","LIBERTY","MO","Private 4 Year","309","1162887"
"252500","WILLIAM WOODS UNIVERSITY","FULTON","MO","Private 4 Year","423","1562655"
"3033000","NORTHERN MARIANAS COLLEGE","SAIPAN","MP","Public 4 Year","898","3662817"
"3464300","ACADEMY OF HAIR DESIGN","MOSS POINT","MS","Proprietary 2 Year","69","308576"
"2244300","ACADEMY OF HAIR DESIGN #1","GRENADA","MS","Proprietary 2 Year","181","825156.99999999895"
"2235900","ACADEMY OF HAIR DESIGN #4","PEARL","MS","Proprietary 2 Year","71","315699"
"2251600","ACADEMY OF HAIR DESIGN #6","HATTIESBURG","MS","Proprietary 4 Year","160","760107"
"239600","ALCORN STATE UNIVERSITY","ALCORN STATE","MS","Public 4 Year","2865","14347450"
"239700","BELHAVEN UNIVERSITY","JACKSON","MS","Private 4 Year","1568","6300286.9999999898"
"3525300","BLUE CLIFF COLLEGE","GULFPORT","MS","Proprietary 2 Year","505","1788065"
"239800","BLUE MOUNTAIN COLLEGE","BLUE MOUNTAIN","MS","Private 4 Year","350","1559126"
"2074900","CHRIS' BEAUTY COLLEGE","GULFPORT","MS","Proprietary 2 Year","118","442732"
"240100","COAHOMA COMMUNITY COLLEGE","CLARKSDALE","MS","Public 2 Year","3003","15381387"
"240200","COPIAH-LINCOLN COMMUNITY COLLEGE","WESSON","MS","Public 2 Year","2959","12468589"
"4131300","CORINTH ACADEMY OF COSMETOLOGY","CORNITH","MS","Proprietary 2 Year","88","361236"
"2502100","CREATIONS COLLEGE OF COSMETOLOGY","TUPELO","MS","Proprietary 2 Year","73","292051"
"3848300","DAY SPA CAREER COLLEGE","OCEAN SPRING","MS","Proprietary 2 Year","67","259328"
"2249900","DELTA BEAUTY COLLEGE","GREENVILLE","MS","Proprietary 2 Year","80","350759"
"240300","DELTA STATE UNIVERSITY","CLEVELAND","MS","Public 4 Year","1485","6916854"
"240400","EAST CENTRAL COMMUNITY COLLEGE","DECATUR","MS","Public 2 Year","2184","9244737.9999999795"
"240500","EAST MISSISSIPPI COMM COLLEGE","SCOOBA","MS","Public 2 Year","4724","20845050"
"3004000","FINAL TOUCH BEAUTY SCHOOL","MERIDIAN","MS","Proprietary 2 Year","56","252120"
"2251700","FOSTER'S COSMETOLOGY COLLEGE","RIPLEY","MS","Proprietary 2 Year","25","121988"
"3963300","HEALING TOUCH SCHOOL OF MASSAGE THERAPY","HATTIESBURG","MS","Proprietary 2 Year","16","62204"
"240700","HINDS COMMUNITY COLLEGE","RAYMOND","MS","Public 2 Year","11483","48021693.000000298"
"240800","HOLMES COMMUNITY COLLEGE","GOODMAN","MS","Public 2 Year","4945","19611807.999999899"
"240900","ITAWAMBA COMMUNITY COLLEGE","FULTON","MS","Public 2 Year","6467","27133941"
"2586000","J & J HAIR DESIGN COLLEGE","CARTHAGE","MS","Proprietary 2 Year","137","706755"
"241000","JACKSON STATE UNIVERSITY","JACKSON","MS","Public 4 Year","5435","26731634.000000101"
"241100","JONES COUNTY JUNIOR COLLEGE","ELLISVILLE","MS","Public 2 Year","3413","13815907"
"2320800","MAGNOLIA COLLEGE OF COSMETOLOGY","JACKSON","MS","Proprietary 2 Year","155","659447"
"241300","MERIDIAN COMMUNITY COLLEGE","MERIDIAN","MS","Public 2 Year","2757","10517119"
"241400","MILLSAPS COLLEGE","JACKSON","MS","Private 4 Year","221","915244"
"241500","MISSISSIPPI COLLEGE","CLINTON","MS","Private 4 Year","1291","5253593.9999999898"
"2302800","MISSISSIPPI COLLEGE OF BEAUTY CULT","LAUREL","MS","Proprietary 2 Year","74","347041"
"241600","MISSISSIPPI DELTA CMTY COLLEGE","MOORHEAD","MS","Public 2 Year","3012","13108140"
"241702","MISSISSIPPI GULF CST CLG-JACKSON CN","GAUTIER","MS","Public 2 Year","1961","7719543.9999999898"
"241701","MISSISSIPPI GULF CST CLG-JEFF DAVIS","GULFPORT","MS","Public 2 Year","2175","8446670.9999999907"
"241700","MISSISSIPPI GULF CST CLG-PERKINSTON","PERKINSTON","MS","Public 2 Year","1357","5688883.0000000102"
"4140200","MISSISSIPPI INSTITUTE OF AESTHETICS, NAI","CLINTON","MS","Proprietary 2 Year","42","196076"
"4137400","MISSISSIPPI SCHOOL OF THERAPEUTIC MASSAG","JACKSON","MS","Proprietary 2 Year","29","106676"
"242300","MISSISSIPPI STATE UNIVERSITY","MISSISSIPPI STATE","MS","Public 4 Year","5715","26466271"
"242200","MISSISSIPPI UNIV FOR WOMEN","COLUMBUS","MS","Public 4 Year","1490","7105286"
"242400","MISSISSIPPI VALLEY STATE UNIVERSITY","ITTA BENA","MS","Public 4 Year","2139","10136937"
"242600","NORTHEAST MS CMNTY COLLEGE","BOONEVILLE","MS","Public 2 Year","2641","10749949"
"242700","NORTHWEST MISSISSIPPI COMMUNITY CLG","SENATOBIA","MS","Public 2 Year","6077","24253412"
"243000","PEARL RIVER COMMUNITY COLLEGE","POPLARVILLE","MS","Public 2 Year","4086","16808809"
"243300","RUST COLLEGE","HOLLY SPRINGS","MS","Private 4 Year","824","3803540"
"243500","SOUTHEASTERN BAPTIST COLLEGE","LAUREL","MS","Private 4 Year","52","201371"
"243600","SOUTHWEST MISSISSIPPI CMNTY CLG","SUMMIT","MS","Public 2 Year","1700","6754400"
"243900","TOUGALOO COLLEGE","TOUGALOO","MS","Private 4 Year","784","4478195"
"3263300","TRAXLER'S SCHOOL OF HAIR","JACKSON","MS","Proprietary 2 Year","44","229564"
"244000","UNIVERSITY OF MISSISSIPPI","UNIVERSITY","MS","Public 4 Year","4881","23118252"
"244001","UNIVERSITY OF MISSISSIPPI - MED CTR","JACKSON","MS","Public 4 Year","151","635396"
"244100","UNIVERSITY OF SOUTHERN MISSISSIPPI","HATTIESBURG","MS","Public 4 Year","6853","30349755"
"244700","WILLIAM CAREY UNIVERSITY","HATTIESBURG","MS","Private 4 Year","1633","7274791"
"2621300","ACADEMY OF COSMETOLOGY","BOZEMAN","MT","Proprietary 2 Year","19","85686"
"3763400","ACADEMY OF NAIL, SKIN & HAIR","BILLINGS","MT","Proprietary 2 Year","107","467109"
"4163700","BITTERROOT SCHOOL OF COSMETOLOGY","HAMILTON","MT","Proprietary 2 Year","31","158176"
"2510600","BLACKFEET COMMUNITY COLLEGE","BROWNING","MT","Private 2 Year","501","1965887"
"790000","BUTTE ACADEMY OF BEAUTY CULTURE","BUTTE","MT","Proprietary 2 Year","53","217821"
"252600","CARROLL COLLEGE","HELENA","MT","Private 4 Year","375","1403176"
"2545200","CHIEF DULL KNIFE COLLEGE","LAME DEER","MT","Public 2 Year","192","695037"
"4187700","CREVIER'S SCHOOL OF COSMETOLOGY","KALISPELL","MT","Proprietary 2 Year","54","201268"
"894700","DAHL'S COLLEGE OF BEAUTY,INC","GREAT FALLS","MT","Proprietary 2 Year","35","122030"
"252900","DAWSON COMMUNITY COLLEGE","GLENDIVE","MT","Public 2 Year","195","742124"
"677700","FLATHEAD VALLEY COMMUNITY COLLEGE","KALISPELL","MT","Public 2 Year","1420","5090624"
"2517500","FORT BELKNAP COLLEGE","HARLEM","MT","Public 2 Year","180","696123"
"2343000","FT PECK COMMUNITY COLLEGE","POPLAR","MT","Public 2 Year","226","868373"
"3778300","HEALTH WORKS INSTITUTE","BOZEMAN","MT","Proprietary 2 Year","26","84016"
